file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/ReportDao.java,com.serotonin.mango.db.dao.ReportDao$Anonymous3,anonymous,5,5,0,5,8,1,0,10,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,5,0,10,0,0,0,2,0,0,0,19,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/ReportDao.java,com.serotonin.mango.db.dao.ReportDao$Anonymous4,anonymous,2,2,0,2,4,1,0,10,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,0,0,0,4,2,0,2,3,0,0,0,18,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/ReportDao.java,com.serotonin.mango.db.dao.ReportDao$Anonymous1,anonymous,0,0,0,0,3,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/ReportDao.java,com.serotonin.mango.db.dao.ReportDao$Anonymous2,anonymous,4,4,0,4,2,1,0,16,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15,1,0,1,0,0,0,8,2,0,2,1,0,0,0,22,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/ScheduledEventsDwr.java,com.serotonin.mango.web.dwr.ScheduledEventsDwr,class,8,8,0,8,8,2,0,40,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,58,4,0,1,0,0,5,0,5,0,5,2,0,0,0,42,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/OpenV4JDiscovery.java,com.serotonin.mango.web.dwr.beans.OpenV4JDiscovery$Anonymous1,anonymous,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/sql/SqlDataSourceRT.java,com.serotonin.mango.rt.dataSource.sql.SqlDataSourceRT,class,23,25,2,23,59,3,0,77,0,0.6666667,0.0,0.0,9,0,4,4,1,0,5,0,0,0,5,2,2,3,0,0,4,0,16,202,14,4,19,9,2,10,18,37,2,31,6,0,0,0,98,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/publish/persistent/PersistentPointVO.java,com.serotonin.mango.vo.publish.persistent.PersistentPointVO,class,3,5,2,3,9,2,0,2,20,0.775,0.0,0.0,8,0,6,2,0,0,6,0,0,0,5,2,0,5,0,0,2,0,0,33,3,0,1,0,0,0,3,6,0,6,1,0,0,0,30,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/onewire/Network.java,com.serotonin.mango.rt.dataSource.onewire.Network,class,13,17,4,13,44,1,0,44,0,0.5625,0.0,0.0,16,0,14,2,0,0,14,0,0,0,3,1,0,2,0,1,3,0,4,195,7,10,3,1,3,2,3,49,0,32,6,1,0,0,123,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_0_0.java,com.serotonin.mango.db.upgrade.Upgrade1_0_0,class,3,3,0,3,2,4,0,7,1,0.5,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,1,14,1,0,0,0,0,3,0,3,0,3,0,0,0,0,24,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/onewire/OneWirePointLocatorVO.java,com.serotonin.mango.vo.dataSource.onewire.OneWirePointLocatorVO,class,15,21,6,15,41,2,0,21,0,0.6904762,0.0,0.0,21,2,19,2,0,0,20,0,0,0,6,3,0,6,0,0,3,0,5,115,19,0,17,0,0,37,4,16,1,11,1,0,1,0,100,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/GalilPointLocatorRT.java,com.serotonin.mango.rt.dataSource.galil.GalilPointLocatorRT,class,4,6,2,4,7,2,0,5,0,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,1,0,0,24,6,0,0,0,0,0,0,1,0,1,0,0,0,0,24,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_0_1.java,com.serotonin.mango.db.upgrade.Upgrade1_0_1,class,11,12,1,11,6,4,0,16,6,0.75,0.0,0.0,4,0,1,2,1,0,2,0,0,0,3,2,0,3,0,0,2,0,1,82,2,2,0,0,0,29,0,8,4,8,1,1,1,0,97,1,3
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/Common.java,com.serotonin.mango.Common$ContextKeys,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,12,0,0,0,0,0,10,0,10,0,10,0,0,0,0,24,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/component/BinaryGraphicComponent.java,com.serotonin.mango.view.component.BinaryGraphicComponent,class,11,13,2,11,18,4,0,9,0,0.64444447,0.0,0.0,9,0,7,2,0,0,7,0,0,0,5,3,1,4,0,0,2,0,0,48,4,0,3,0,0,13,7,10,2,7,2,0,0,0,53,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/stats/StartsAndRuntimeList.java,com.serotonin.mango.view.stats.StartsAndRuntimeList,class,9,11,2,9,27,1,0,18,25,0.6666666,0.0,0.0,14,1,14,0,0,0,14,0,0,0,6,0,0,6,0,0,2,0,3,117,9,4,7,0,0,4,54,22,4,12,2,1,0,0,40,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/test/unit/acceptance/ExampleSeleniumTests.java,test.acceptance.ExampleSeleniumTests,class,10,10,0,10,3,1,0,9,0,0.0,0.0,0.0,3,0,1,0,0,2,3,0,0,0,1,1,0,1,0,0,0,0,5,18,0,0,0,0,0,9,0,2,0,2,0,0,0,0,17,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/servlet/ChartExportServlet.java,com.serotonin.mango.web.servlet.ChartExportServlet,class,12,12,0,12,7,3,0,21,0,1.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,2,39,2,1,4,0,0,1,2,13,0,13,2,1,0,0,46,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/publish/pachube/PachubeSenderRT.java,com.serotonin.mango.rt.publish.pachube.PachubeSenderRT$PachubeSendThread,innerclass,14,14,0,14,15,3,0,25,3,0.6666667,0.0,0.0,3,0,0,1,1,1,2,0,0,0,2,0,0,2,0,0,0,0,3,62,2,1,5,3,0,11,7,13,2,8,5,0,0,0,59,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/event/type/PublisherEventType.java,com.serotonin.mango.rt.event.type.PublisherEventType,class,7,14,7,7,18,2,0,11,0,0.3846154,0.0,0.0,13,0,13,0,0,0,13,0,0,0,2,0,0,2,0,0,0,0,0,59,14,0,5,0,0,7,2,11,5,7,1,0,0,0,40,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/DataPointDetailsDwr.java,com.serotonin.mango.web.dwr.DataPointDetailsDwr,class,26,28,2,26,14,2,0,49,28,0.0,0.0,0.0,8,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,101,6,2,1,0,0,17,2,35,2,35,2,0,0,0,87,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/br/org/scadabr/vo/dataSource/dnp3/Dnp3DataSourceVO.java,br.org.scadabr.vo.dataSource.dnp3.Dnp3DataSourceVO,class,13,18,5,13,41,2,0,21,108,0.77272725,0.0,0.0,28,0,21,2,5,0,27,0,0,0,11,3,0,11,0,0,3,0,0,149,12,0,4,0,8,37,18,32,0,15,1,0,0,0,84,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/DataSourceVO.java,com.serotonin.mango.vo.dataSource.DataSourceVO$Type,enum,2,2,0,2,13,1,0,4,18,0.7083333,0.0,0.0,8,3,7,1,0,0,7,1,0,0,3,0,0,3,0,0,3,0,3,171,8,3,1,0,0,27,27,4,0,4,2,27,0,0,49,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/PointValueDao.java,com.serotonin.mango.db.dao.PointValueDao$Anonymous2,anonymous,1,1,0,1,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,2,1,0,1,1,0,0,0,13,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/PointValueDao.java,com.serotonin.mango.db.dao.PointValueDao$Anonymous1,anonymous,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/modbus/ModbusSerialDataSourceVO.java,com.serotonin.mango.vo.dataSource.modbus.ModbusSerialDataSourceVO,class,17,21,4,17,55,3,0,28,142,0.79464287,0.0,0.0,32,0,28,2,2,0,31,0,0,0,14,4,1,13,0,0,3,0,5,194,15,0,12,0,2,51,23,46,0,16,1,0,1,0,97,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/spinwave/SpinwavePointLocatorRT.java,com.serotonin.mango.rt.dataSource.spinwave.SpinwavePointLocatorRT,class,2,4,2,2,3,2,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,14,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/email/MangoEmailContent.java,com.serotonin.mango.web.email.MangoEmailContent,class,5,10,5,5,9,3,0,8,1,0.53333336,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,3,3,2,0,0,5,0,0,27,3,0,5,0,0,6,3,9,2,7,1,0,0,0,37,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/modbus/ModbusIpDataSourceVO.java,com.serotonin.mango.vo.dataSource.modbus.ModbusIpDataSourceVO$TransportType,enum,1,1,0,1,7,1,0,4,4,0.5,0.0,0.0,4,2,3,0,0,1,4,0,0,0,1,0,0,1,0,0,1,0,2,19,4,2,0,0,0,3,0,2,0,2,2,0,0,0,28,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/RangeValue.java,com.serotonin.mango.view.text.RangeValue,class,1,2,1,1,16,1,0,6,2,0.67948717,0.0,0.0,13,0,10,2,0,1,11,0,0,0,6,2,0,6,0,0,2,0,4,59,5,0,1,0,0,0,3,15,0,7,1,0,0,0,38,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/event/ScheduledEventVO.java,com.serotonin.mango.vo.event.ScheduledEventVO,class,20,25,5,20,126,2,0,35,1196,0.9093749,0.0,0.0,60,1,54,6,0,0,55,0,0,0,32,11,9,23,0,0,10,0,30,342,47,0,36,4,0,108,36,66,9,41,3,0,0,0,110,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/event/EventHandlerVO.java,com.serotonin.mango.vo.event.EventHandlerVO,class,26,30,4,26,182,1,0,52,892,0.89094377,0.0,0.0,57,3,53,4,0,0,56,0,0,0,37,15,13,24,0,0,12,0,40,600,37,1,86,4,0,140,16,152,2,61,5,0,0,0,128,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/GalilCommandTester.java,com.serotonin.mango.web.dwr.beans.GalilCommandTester,class,5,6,1,5,12,2,0,16,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,3,0,5,51,1,1,4,2,1,3,5,15,2,11,4,0,0,0,37,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/PublisherListDwr.java,com.serotonin.mango.web.dwr.PublisherListDwr,class,8,8,0,8,4,2,0,12,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,24,3,1,0,0,0,4,0,5,0,5,1,0,0,0,29,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/types/AlphanumericValue.java,com.serotonin.mango.rt.dataImage.types.AlphanumericValue,class,4,16,12,4,25,2,0,6,49,0.5,0.0,0.0,14,0,14,0,0,0,14,0,0,0,1,0,0,1,0,0,1,0,1,59,17,0,10,0,2,4,6,5,2,4,2,0,0,0,41,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/event/detectors/AnalogLowLimitDetectorRT.java,com.serotonin.mango.rt.event.detectors.AnalogLowLimitDetectorRT,class,9,10,1,9,14,5,0,17,9,0.65714294,0.0,0.0,7,0,5,1,1,0,6,0,0,2,5,0,0,5,0,0,1,0,1,54,4,0,1,0,0,3,0,11,1,9,3,0,0,0,128,1,1
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/snmp/SnmpPointLocatorVO.java,com.serotonin.mango.vo.dataSource.snmp.SnmpPointLocatorVO$SetTypes,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,10,10,0,10,0,0,0,0,21,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/publish/httpSender/HttpSenderRT.java,com.serotonin.mango.rt.publish.httpSender.HttpSenderRT$HttpSendThread,innerclass,16,16,0,16,20,3,0,29,3,0.6666667,0.0,0.0,3,0,0,1,1,1,2,0,0,0,2,0,0,2,0,0,0,0,7,73,2,3,5,2,0,6,9,17,1,11,4,0,0,0,55,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/report/UserCommentCsvStreamer.java,com.serotonin.mango.vo.report.UserCommentCsvStreamer,class,3,5,2,3,5,1,0,12,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,33,0,1,3,0,0,10,17,17,0,2,2,0,0,0,17,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/persistent/PersistentPointLocatorRT.java,com.serotonin.mango.rt.dataSource.persistent.PersistentPointLocatorRT,class,2,3,1,2,3,2,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/onewire/OneWireContainerInfo.java,com.serotonin.mango.rt.dataSource.onewire.OneWireContainerInfo,class,10,13,3,10,14,1,0,7,10,0.625,0.0,0.0,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,1,51,4,0,0,0,0,2,5,12,1,10,1,0,0,0,31,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/report/PointTimeSeriesCollection.java,com.serotonin.mango.vo.report.PointTimeSeriesCollection,class,7,14,7,7,24,1,0,16,22,0.6666667,0.0,0.0,13,0,13,0,0,0,13,0,0,0,3,0,0,3,0,0,0,0,1,65,10,3,7,0,2,0,4,12,3,8,2,0,0,0,32,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/virtual/IncrementAnalogChangeRT.java,com.serotonin.mango.rt.dataSource.virtual.IncrementAnalogChangeRT,class,4,5,1,4,8,2,0,5,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,32,1,0,0,0,0,0,0,12,0,3,3,0,0,0,18,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/MSSQLAccess.java,com.serotonin.mango.db.MSSQLAccess,class,5,6,1,5,12,3,0,6,15,0.0,0.0,0.0,6,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,35,8,0,2,1,0,4,1,1,0,1,3,0,0,0,45,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/meta/ScriptExecutor.java,com.serotonin.mango.rt.dataSource.meta.ScriptExecutor,class,22,26,4,22,38,1,0,33,6,0.7,0.0,0.0,5,3,4,1,0,0,4,0,0,0,4,4,0,4,0,0,2,0,3,108,3,4,18,4,4,19,2,34,2,19,5,0,0,0,91,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/report/EventCsvStreamer.java,com.serotonin.mango.vo.report.EventCsvStreamer,class,4,6,2,4,6,1,0,20,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,36,0,1,1,0,0,13,20,22,1,3,3,0,0,0,19,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/component/ScriptComponent.java,com.serotonin.mango.view.component.ScriptComponent,class,8,11,3,8,11,3,0,18,0,0.7380952,0.0,0.0,7,0,5,2,0,0,5,0,0,0,6,5,1,5,0,0,4,0,2,57,3,0,3,1,0,15,3,18,1,13,4,0,0,0,61,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/vo/dataSource/pop3/Pop3DataSourceVO.java,com.serotonin.mango.vo.dataSource.pop3.Pop3DataSourceVO,class,16,20,4,16,31,2,0,19,57,0.76811594,0.0,0.0,23,0,18,2,3,0,22,0,0,0,9,4,1,8,0,0,4,0,9,113,10,0,2,0,0,25,5,19,0,11,1,0,0,0,80,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/chart/TimePeriodChartRenderer.java,com.serotonin.mango.view.chart.TimePeriodChartRenderer,class,7,10,3,7,15,2,2,12,0,0.6458333,0.0,0.0,12,0,10,2,0,0,10,0,0,0,4,2,0,4,0,0,2,0,2,53,4,0,3,0,0,6,4,11,1,6,1,0,0,0,48,1025,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/web/dwr/beans/MBusDeviceBean.java,com.serotonin.mango.web.dwr.beans.MBusDeviceBean,class,1,2,1,1,10,1,0,8,0,0.45000002,0.0,0.0,10,1,10,0,0,0,10,0,0,0,2,0,0,2,0,0,2,0,6,40,9,0,0,0,0,6,0,7,0,3,0,0,0,0,27,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/IdPointValueTime.java,com.serotonin.mango.rt.dataImage.IdPointValueTime,class,2,4,2,2,2,2,0,0,0,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,0,11,1,0,0,0,0,0,1,2,0,2,0,0,0,0,16,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/nmea/NmeaReceiver.java,com.serotonin.mango.rt.dataSource.nmea.NmeaReceiver,class,18,21,3,18,13,1,0,22,2,0.68888897,0.0,0.0,5,0,5,0,0,0,5,0,0,0,9,4,0,9,0,0,6,0,6,62,5,1,5,0,1,9,14,19,8,16,2,0,0,0,60,1,3
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/onewire/NetworkPath.java,com.serotonin.mango.rt.dataSource.onewire.NetworkPath,class,9,14,5,9,24,1,0,24,20,0.61538464,0.0,0.0,13,0,12,1,0,0,12,0,0,0,4,0,0,4,0,0,4,0,0,101,8,4,4,1,1,0,7,25,2,18,3,0,0,0,71,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/upgrade/Upgrade1_2_3.java,com.serotonin.mango.db.upgrade.Upgrade1_2_3,class,1,1,0,1,2,4,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/PointValueDao.java,com.serotonin.mango.db.dao.PointValueDao$PointValueRowMapper,innerclass,5,5,0,5,2,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,4,3,0,3,1,0,0,0,21,0,0
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/br/org/scadabr/rt/dataSource/dnp3/Dnp3DataSource.java,br.org.scadabr.rt.dataSource.dnp3.Dnp3DataSource,class,16,19,3,16,19,3,2,45,0,0.56000006,0.0,0.0,5,0,3,0,2,0,5,0,0,0,5,2,2,3,0,0,4,0,6,102,1,2,5,7,2,7,3,15,0,11,4,0,0,0,61,1,2
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/DataPointEventMulticaster.java,com.serotonin.mango.rt.dataImage.DataPointEventMulticaster,class,3,5,2,3,25,1,0,14,0,0.15384616,0.0,0.0,13,5,9,2,2,0,11,0,0,0,1,0,0,0,1,0,1,0,9,76,16,0,8,0,1,0,3,10,2,9,1,0,0,0,35,1,0
