file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getBooleanValue/0,false,103,1,6,5,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,"PointValueTime/2[int,long]",true,67,1,1,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,toString/0,false,116,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,isAnnotated/0,false,87,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,"PointValueTime/2[com.serotonin.mango.rt.dataImage.types.MangoValue,long]",true,58,1,26,26,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getStringValue/0,false,95,1,4,3,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getValue/1[com.serotonin.mango.rt.dataImage.PointValueTime],false,49,2,3,2,1,2,1,4,2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,7,9,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,"PointValueTime/2[double,long]",true,71,1,7,6,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getValue/0,false,83,1,32,32,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,"PointValueTime/2[boolean,long]",true,63,1,4,3,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getTime/0,false,79,0,23,23,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,equals/1[java.lang.Object],false,108,2,1,0,1,2,1,5,2,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,9,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,"PointValueTime/2[java.lang.String,long]",true,75,1,4,3,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getDoubleValue/0,false,91,1,7,6,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataImage/PointValueTime.java,com.serotonin.mango.rt.dataImage.PointValueTime,getIntegerValue/0,false,99,1,5,4,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/GalilWaitingRoomKeyFactory.java,com.serotonin.mango.rt.dataSource.galil.GalilWaitingRoomKeyFactory$GalilWaitingRoomKey,hashCode/0,false,42,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/rt/dataSource/galil/GalilWaitingRoomKeyFactory.java,com.serotonin.mango.rt.dataSource.galil.GalilWaitingRoomKeyFactory$GalilWaitingRoomKey,equals/1[java.lang.Object],false,47,0,0,0,0,4,1,6,4,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,8,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,setRelationalData/1[java.util.List<com.serotonin.mango.db.dao.DataPointVO>],false,154,2,6,5,1,2,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getEventDetectors/1[com.serotonin.mango.db.dao.DataPointVO],false,338,4,4,2,2,1,2,3,1,0,1,2,0,0,0,0,0,0,5,0,0,1,0,0,0,0,17,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"getDetectorId/2[java.lang.String,int]",false,317,1,2,1,1,1,1,3,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,setEventDetectors/1[com.serotonin.mango.db.dao.DataPointVO],false,334,2,2,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,deleteDataPoint/1[int],false,245,6,8,1,7,2,6,14,0,1,1,6,3,3,0,1,0,0,0,0,1,0,1,1,0,0,23,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"savePointFolder/2[com.serotonin.mango.db.dao.PointFolder,int]",false,539,6,8,2,6,6,12,13,0,1,2,12,3,2,2,3,0,0,2,1,1,0,2,0,0,0,25,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"copyPermissions/2[int,int]",false,435,5,4,1,3,1,2,19,0,1,2,2,0,0,0,0,0,0,2,0,1,0,0,2,0,0,34,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,DataPointDao/1[javax.sql.DataSource],true,65,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"addFoldersToHeirarchy/3[com.serotonin.mango.db.dao.PointHierarchy,int,java.util.Map<java.lang.Integer,java.util.List<com.serotonin.mango.db.dao.PointFolder>>]",false,510,3,3,2,1,3,4,8,1,1,3,4,1,0,1,1,0,0,0,0,1,0,1,0,0,0,14,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"getDataPoints/2[java.util.Comparator<com.serotonin.mango.db.dao.DataPointVO>,boolean]",false,92,4,9,6,3,3,3,6,1,1,2,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,13,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getDataPoint/1[int],false,110,4,11,8,3,1,2,5,1,1,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,26,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,insertDataPoint/1[com.serotonin.mango.db.dao.DataPointVO],false,182,6,5,1,4,2,9,6,0,0,1,9,1,2,0,1,0,0,1,0,0,0,1,0,0,0,16,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,saveDataPoint/1[com.serotonin.mango.db.dao.DataPointVO],false,166,4,5,2,3,1,2,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,setRelationalData/1[com.serotonin.mango.db.dao.DataPointVO],false,159,2,2,0,2,2,2,5,1,0,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,11,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"deletePointHistory/3[int,long,long]",false,273,3,5,2,3,4,5,16,0,1,3,5,1,0,1,0,1,1,2,1,2,2,3,0,0,0,29,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,generateUniqueXid/0,false,73,1,3,2,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"isXidUnique/2[java.lang.String,int]",false,77,1,1,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"isEventDetectorXidUnique/3[int,java.lang.String,int]",false,329,1,2,1,1,2,1,3,1,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,16,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getPointHierarchy/0,false,477,6,6,2,4,3,7,24,1,3,0,7,2,2,1,1,0,0,1,1,4,0,2,1,0,0,36,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getExtendedPointName/1[int],false,81,2,1,0,1,2,2,5,2,1,1,2,1,2,0,1,0,0,1,0,1,0,1,0,0,0,11,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,deleteDataPointImpl/1[java.lang.String],false,291,1,2,1,1,1,1,10,0,0,1,1,0,0,0,0,0,0,9,0,2,7,0,0,0,0,30,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,generateEventDetectorUniqueXid/1[int],false,322,2,2,0,2,2,2,5,1,1,1,2,1,1,1,0,0,0,0,1,2,0,1,0,0,0,10,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,beforePointDelete/1[int],false,261,1,4,2,2,2,4,3,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"removeFromList/2[java.util.List<com.serotonin.mango.db.dao.PointEventDetectorVO>,int]",false,425,1,1,1,0,3,2,9,2,0,2,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,12,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,"getDataPoints/2[int,java.util.Comparator<com.serotonin.mango.db.dao.DataPointVO>]",false,101,4,5,2,3,2,3,6,1,1,2,3,1,1,0,1,0,0,1,0,1,1,1,0,0,0,28,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getDataPointIdFromDetectorId/1[int],false,308,1,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,saveEventDetectors/1[com.serotonin.mango.db.dao.DataPointVO],false,375,8,11,2,9,4,24,19,0,2,1,24,2,1,2,0,0,0,12,1,2,4,2,0,0,0,45,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getDetectorXid/1[int],false,312,1,2,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getDataPoint/1[java.lang.String],false,117,4,9,6,3,1,2,5,1,1,1,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,26,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,savePointHierarchy/1[com.serotonin.mango.db.dao.PointFolder],false,521,6,4,0,4,1,4,13,0,1,1,4,1,3,0,0,0,0,0,0,3,0,0,1,0,0,22,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,DataPointDao/0,true,61,0,21,21,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,setPointComments/1[com.serotonin.mango.db.dao.DataPointVO],false,467,3,3,1,2,1,3,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,updateDataPoint/1[com.serotonin.mango.db.dao.DataPointVO],false,198,4,7,1,6,2,8,7,0,1,1,8,3,3,0,1,0,0,0,0,1,0,1,0,0,0,14,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,deleteDataPoints/1[int],false,222,6,8,1,7,4,7,13,0,1,1,7,3,3,3,0,0,0,0,0,1,0,1,1,0,0,35,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,deletePointHistory/1[int],false,266,2,4,2,2,1,2,6,0,3,1,2,1,1,0,0,0,0,2,0,3,0,0,0,0,0,13,0,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,updateDataPointShallow/1[com.serotonin.mango.db.dao.DataPointVO],false,216,4,4,2,2,1,4,3,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/db/dao/DataPointDao.java,com.serotonin.mango.db.dao.DataPointDao,getTopPointHistoryCounts/0,false,564,5,3,0,3,4,6,21,1,2,0,6,1,2,2,1,0,0,1,0,2,0,3,1,0,0,33,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,setText/1[java.lang.String],false,50,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,setColour/1[java.lang.String],false,57,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,setKey/1[int],false,43,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,readObject/1[java.io.ObjectInputStream],false,94,1,1,0,1,2,2,8,0,1,1,2,0,0,0,1,0,0,0,1,4,0,1,0,0,0,12,2,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,MultistateValue/0,true,36,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,"MultistateValue/3[int,java.lang.String,java.lang.String]",true,61,0,1,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,getKey/0,false,67,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,getText/0,false,71,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,getColour/0,false,75,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/mayureshbhangale/Documents/mongo/mangoSource/src/com/serotonin/mango/view/text/MultistateValue.java,com.serotonin.mango.view.text.MultistateValue,writeObject/1[java.io.ObjectOutputStream],false,87,1,1,0,1,1,2,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,false
